Date 	 Name 	 ID 	 Gender 	 Appearance 	 Trial 	 Block 	 Bin 	 Condition 	 Category 	 Number 	 Valid 	 Keypress 	 Correct 	 RT 	 Realcorrect 	 Deadline 	 Timeout 	 Stimtrigger 	 Resptrigger 	 Fedtrigger 	 WithinTime 	 
08-May-2013	sub2341	2341	  1	  0	  1	  1	  1	  1	  6	  4	  1	  1	  1	1.76977	  1	0.60000	  1	 11	 30	 51	  0	
08-May-2013	sub2341	2341	  1	  0	  2	  1	  1	  3	  3	  6	  1	  1	  1	0.34063	  1	0.90000	  0	 13	 32	 33	  1	
08-May-2013	sub2341	2341	  1	  0	  3	  1	  1	  4	  1	  2	  1	  2	  1	0.41874	  1	0.90000	  0	 14	 32	 33	  1	
08-May-2013	sub2341	2341	  1	  0	  4	  1	  1	  5	  2	  2	  1	  1	  1	0.64610	  1	0.90000	  0	 15	 35	 36	  0	
08-May-2013	sub2341	2341	  1	  0	  5	  1	  1	  5	  2	  2	  1	  2	  0	0.52564	  0	0.90000	  0	 15	 45	 46	  0	
08-May-2013	sub2341	2341	  1	  0	  6	  1	  1	  5	  2	  2	  1	  1	  1	0.46198	  1	0.90000	  0	 15	 35	 36	  1	
08-May-2013	sub2341	2341	  1	  0	  7	  1	  1	  3	  3	  6	  0	  1	  0	0.64806	  1	0.90000	  0	 13	 34	 49	  0	
08-May-2013	sub2341	2341	  1	  0	  8	  1	  1	  5	  2	  2	  0	  1	  0	0.60801	  1	0.90000	  0	 15	 37	 48	  0	
08-May-2013	sub2341	2341	  1	  0	  9	  1	  1	  1	  6	  4	  1	  1	  1	0.58940	  1	0.90000	  0	 11	 30	 31	  0	
08-May-2013	sub2341	2341	  1	  0	 10	  1	  1	  4	  1	  2	  0	  2	  0	0.43563	  1	0.90000	  0	 14	 34	 49	  1	
08-May-2013	sub2341	2341	  1	  0	 11	  1	  1	  2	  5	  2	  1	  1	  0	0.47443	  0	0.90000	  0	 12	 40	 41	  1	
08-May-2013	sub2341	2341	  1	  0	 12	  1	  1	  2	  5	  2	  1	  2	  1	0.37432	  1	0.90000	  0	 12	 30	 31	  1	
08-May-2013	sub2341	2341	  1	  0	 13	  1	  1	  4	  1	  2	  1	  1	  0	0.65044	  0	0.90000	  0	 14	 42	 43	  0	
08-May-2013	sub2341	2341	  1	  0	 14	  1	  1	  1	  6	  4	  1	  2	  0	0.47446	  0	0.90000	  0	 11	 40	 41	  1	
08-May-2013	sub2341	2341	  1	  0	 15	  1	  1	  4	  1	  2	  1	  2	  1	0.74319	  1	0.90000	  0	 14	 32	 33	  0	
08-May-2013	sub2341	2341	  1	  0	 16	  1	  1	  6	  4	  2	  1	  1	  0	0.42096	  0	0.80000	  0	 16	 45	 46	  1	
08-May-2013	sub2341	2341	  1	  0	 17	  1	  1	  2	  5	  2	  1	  2	  1	0.38774	  1	0.80000	  0	 12	 30	 31	  1	
08-May-2013	sub2341	2341	  1	  0	 18	  1	  1	  4	  1	  2	  1	  1	  0	0.41473	  0	0.70000	  0	 14	 42	 43	  1	
08-May-2013	sub2341	2341	  1	  0	 19	  1	  1	  5	  2	  2	  0	  1	  0	0.87991	  1	0.70000	  1	 15	 37	 51	  0	
08-May-2013	sub2341	2341	  1	  0	 20	  1	  1	  4	  1	  2	  1	  1	  0	0.50862	  0	0.90000	  0	 14	 42	 43	  0	
08-May-2013	sub2341	2341	  1	  0	 21	  1	  1	  1	  6	  4	  1	  1	  1	0.80176	  1	0.90000	  0	 11	 30	 31	  0	
08-May-2013	sub2341	2341	  1	  0	 22	  1	  1	  6	  4	  2	  1	  2	  1	0.70571	  1	0.90000	  0	 16	 35	 36	  0	
08-May-2013	sub2341	2341	  1	  0	 23	  1	  1	  6	  4	  2	  0	  1	  1	0.47560	  0	0.90000	  0	 16	 47	 38	  1	
08-May-2013	sub2341	2341	  1	  0	 24	  1	  1	  3	  3	  6	  1	  1	  1	0.63363	  1	0.90000	  0	 13	 32	 33	  0	
