Date 	 Name 	 ID 	 Gender 	 Appearance 	 Trial 	 Block 	 Bin 	 Condition 	 Category 	 Number 	 Valid 	 Keypress 	 Correct 	 RT 	 Realcorrect 	 Deadline 	 Timeout 	 Stimtrigger 	 Resptrigger 	 Fedtrigger 	 WithinTime 	 
18-Apr-2013	sub2317	2317	  1	  1	  1	  1	  1	  5	  5	  3	  1	  1	  1	20.96627	  1	0.60000	  1	 15	 35	 51	  0	
18-Apr-2013	sub2317	2317	  1	  1	  2	  1	  1	  3	  3	  2	  1	  2	  0	0.81991	  0	0.90000	  0	 13	 42	 43	  0	
18-Apr-2013	sub2317	2317	  1	  1	  3	  1	  1	  5	  5	  3	  1	  1	  1	0.84382	  1	0.90000	  0	 15	 35	 36	  0	
18-Apr-2013	sub2317	2317	  1	  1	  4	  1	  1	  1	  4	  2	  1	  2	  0	0.78340	  0	0.90000	  0	 11	 40	 41	  0	
18-Apr-2013	sub2317	2317	  1	  1	  5	  1	  1	  6	  6	  3	  0	  1	  1	0.67708	  0	0.90000	  0	 16	 47	 38	  0	
18-Apr-2013	sub2317	2317	  1	  1	  6	  1	  1	  5	  5	  3	  1	  1	  1	0.51416	  1	0.90000	  0	 15	 35	 36	  0	
18-Apr-2013	sub2317	2317	  1	  1	  7	  1	  1	  6	  6	  3	  0	  1	  1	0.53175	  0	0.90000	  0	 16	 47	 38	  0	
18-Apr-2013	sub2317	2317	  1	  1	  8	  1	  1	  2	  1	  2	  1	  1	  0	0.56596	  0	0.90000	  0	 12	 40	 41	  0	
18-Apr-2013	sub2317	2317	  1	  1	  9	  1	  1	  4	  2	  4	  1	  1	  0	0.59607	  0	0.90000	  0	 14	 42	 43	  0	
18-Apr-2013	sub2317	2317	  1	  1	 10	  1	  1	  4	  2	  4	  1	  2	  1	0.52330	  1	0.90000	  0	 14	 32	 33	  0	
18-Apr-2013	sub2317	2317	  1	  1	 11	  1	  1	  6	  6	  3	  1	  1	  0	0.82833	  0	0.90000	  0	 16	 45	 46	  0	
18-Apr-2013	sub2317	2317	  1	  1	 12	  1	  1	  2	  1	  2	  1	  1	  0	0.64560	  0	0.90000	  0	 12	 40	 41	  0	
18-Apr-2013	sub2317	2317	  1	  1	 13	  1	  1	  2	  1	  2	  1	  2	  1	0.53961	  1	0.90000	  0	 12	 30	 31	  0	
18-Apr-2013	sub2317	2317	  1	  1	 14	  1	  1	  1	  4	  2	  1	  1	  1	0.57348	  1	0.90000	  0	 11	 30	 31	  0	
18-Apr-2013	sub2317	2317	  1	  1	 15	  1	  1	  6	  6	  3	  1	  2	  1	0.47489	  1	0.90000	  0	 16	 35	 36	  1	
18-Apr-2013	sub2317	2317	  1	  1	 16	  1	  1	  1	  4	  2	  1	  1	  1	3.49167	  1	0.80000	  1	 11	 30	 51	  0	
18-Apr-2013	sub2317	2317	  1	  1	 17	  1	  1	  5	  5	  3	  1	  1	  1	0.49457	  1	0.90000	  0	 15	 35	 36	  1	
18-Apr-2013	sub2317	2317	  1	  1	 18	  1	  1	  5	  5	  3	  0	  1	  0	0.51176	  1	0.90000	  0	 15	 37	 48	  0	
18-Apr-2013	sub2317	2317	  1	  1	 19	  1	  1	  1	  4	  2	  1	  1	  1	0.50311	  1	0.90000	  0	 11	 30	 31	  0	
18-Apr-2013	sub2317	2317	  1	  1	 20	  1	  1	  4	  2	  4	  1	  1	  0	0.59502	  0	0.90000	  0	 14	 42	 43	  0	
18-Apr-2013	sub2317	2317	  1	  1	 21	  1	  1	  4	  2	  4	  1	  1	  0	1.64439	  0	0.90000	  1	 14	 42	 51	  0	
18-Apr-2013	sub2317	2317	  1	  1	 22	  1	  1	  3	  3	  2	  0	  1	  0	0.70876	  1	0.90000	  0	 13	 34	 49	  0	
18-Apr-2013	sub2317	2317	  1	  1	 23	  1	  1	  5	  5	  3	  1	  1	  1	0.56888	  1	0.90000	  0	 15	 35	 36	  0	
18-Apr-2013	sub2317	2317	  1	  1	 24	  1	  1	  3	  3	  2	  0	  1	  0	0.49820	  1	0.90000	  0	 13	 34	 49	  1	
18-Apr-2013	sub2317	2317	  1	  1	 25	  1	  1	  4	  2	  4	  1	  2	  1	0.69977	  1	0.90000	  0	 14	 32	 33	  0	
18-Apr-2013	sub2317	2317	  1	  1	 26	  1	  1	  3	  3	  2	  1	  2	  0	0.40976	  0	0.90000	  0	 13	 42	 43	  1	
18-Apr-2013	sub2317	2317	  1	  1	 27	  1	  1	  4	  2	  4	  1	  1	  0	0.93835	  0	0.90000	  1	 14	 42	 51	  0	
18-Apr-2013	sub2317	2317	  1	  1	 28	  1	  1	  6	  6	  3	  0	  2	  0	0.93523	  1	0.90000	  1	 16	 37	 51	  0	
18-Apr-2013	sub2317	2317	  1	  1	 29	  1	  1	  2	  1	  2	  1	  1	  0	0.53846	  0	0.90000	  0	 12	 40	 41	  0	
18-Apr-2013	sub2317	2317	  1	  1	 30	  1	  1	  3	  3	  2	  1	  2	  0	0.40889	  0	0.90000	  0	 13	 42	 43	  1	
18-Apr-2013	sub2317	2317	  1	  1	 31	  1	  1	  6	  6	  3	  1	  1	  0	0.38359	  0	0.90000	  0	 16	 45	 46	  1	
18-Apr-2013	sub2317	2317	  1	  1	 32	  1	  1	  1	  4	  2	  1	  1	  1	1.30235	  1	0.90000	  1	 11	 30	 51	  0	
18-Apr-2013	sub2317	2317	  1	  1	 33	  1	  1	  4	  2	  4	  1	  1	  0	1.12228	  0	0.90000	  1	 14	 42	 51	  0	
18-Apr-2013	sub2317	2317	  1	  1	 34	  1	  1	  3	  3	  2	  0	  2	  1	0.51636	  0	0.90000	  0	 13	 44	 39	  0	
18-Apr-2013	sub2317	2317	  1	  1	 35	  1	  1	  5	  5	  3	  0	  1	  0	0.71772	  1	0.90000	  0	 15	 37	 48	  0	
18-Apr-2013	sub2317	2317	  1	  1	 36	  1	  1	  1	  4	  2	  1	  1	  1	0.42067	  1	0.90000	  0	 11	 30	 31	  1	
18-Apr-2013	sub2317	2317	  1	  1	 37	  1	  1	  3	  3	  2	  1	  1	  1	0.57320	  1	0.90000	  0	 13	 32	 33	  0	
18-Apr-2013	sub2317	2317	  1	  1	 38	  1	  1	  6	  6	  3	  1	  1	  0	0.50969	  0	0.90000	  0	 16	 45	 46	  0	
18-Apr-2013	sub2317	2317	  1	  1	 39	  1	  1	  5	  5	  3	  0	  2	  1	1.09102	  0	0.90000	  1	 15	 47	 51	  0	
18-Apr-2013	sub2317	2317	  1	  1	 40	  1	  1	  2	  1	  2	  1	  1	  0	0.39044	  0	0.90000	  0	 12	 40	 41	  1	
18-Apr-2013	sub2317	2317	  1	  1	 41	  1	  1	  2	  1	  2	  1	  1	  0	0.62785	  0	0.90000	  0	 12	 40	 41	  0	
18-Apr-2013	sub2317	2317	  1	  1	 42	  1	  1	  6	  6	  3	  0	  2	  0	0.70470	  1	0.90000	  0	 16	 37	 48	  0	
18-Apr-2013	sub2317	2317	  1	  1	 43	  1	  1	  3	  3	  2	  1	  2	  0	0.62764	  0	0.90000	  0	 13	 42	 43	  0	
18-Apr-2013	sub2317	2317	  1	  1	 44	  1	  1	  3	  3	  2	  1	  2	  0	0.56262	  0	0.90000	  0	 13	 42	 43	  0	
18-Apr-2013	sub2317	2317	  1	  1	 45	  1	  1	  6	  6	  3	  1	  1	  0	0.47018	  0	0.90000	  0	 16	 45	 46	  1	
18-Apr-2013	sub2317	2317	  1	  1	 46	  1	  1	  5	  5	  3	  1	  2	  0	0.66122	  0	0.90000	  0	 15	 45	 46	  0	
18-Apr-2013	sub2317	2317	  1	  1	 47	  1	  1	  4	  2	  4	  1	  1	  0	0.42404	  0	0.90000	  0	 14	 42	 43	  1	
18-Apr-2013	sub2317	2317	  1	  1	 48	  1	  1	  1	  4	  2	  1	  2	  0	0.86462	  0	0.90000	  0	 11	 40	 41	  0	
18-Apr-2013	sub2317	2317	  1	  1	 49	  1	  1	  4	  2	  4	  0	  1	  1	0.46241	  0	0.90000	  0	 14	 44	 39	  1	
18-Apr-2013	sub2317	2317	  1	  1	 50	  1	  1	  2	  1	  2	  1	  1	  0	0.69483	  0	0.90000	  0	 12	 40	 41	  0	
18-Apr-2013	sub2317	2317	  1	  1	 51	  1	  1	  1	  4	  2	  1	  1	  1	0.66711	  1	0.90000	  0	 11	 30	 31	  0	
18-Apr-2013	sub2317	2317	  1	  1	 52	  1	  1	  3	  3	  2	  1	  2	  0	0.33786	  0	0.90000	  0	 13	 42	 43	  1	
18-Apr-2013	sub2317	2317	  1	  1	 53	  1	  1	  3	  3	  2	  1	  1	  1	0.67318	  1	0.90000	  0	 13	 32	 33	  0	
18-Apr-2013	sub2317	2317	  1	  1	 54	  1	  1	  2	  1	  2	  1	  1	  0	0.62200	  0	0.90000	  0	 12	 40	 41	  0	
18-Apr-2013	sub2317	2317	  1	  1	 55	  1	  1	  6	  6	  3	  0	  2	  0	0.58508	  1	0.90000	  0	 16	 37	 48	  0	
18-Apr-2013	sub2317	2317	  1	  1	 56	  1	  1	  5	  5	  3	  0	  1	  0	0.41863	  1	0.90000	  0	 15	 37	 48	  1	
18-Apr-2013	sub2317	2317	  1	  1	 57	  1	  1	  2	  1	  2	  1	  1	  0	0.47625	  0	0.90000	  0	 12	 40	 41	  1	
18-Apr-2013	sub2317	2317	  1	  1	 58	  1	  1	  2	  1	  2	  1	  1	  0	1.01210	  0	0.90000	  1	 12	 40	 51	  0	
18-Apr-2013	sub2317	2317	  1	  1	 59	  1	  1	  5	  5	  3	  0	  1	  0	0.55258	  1	0.90000	  0	 15	 37	 48	  0	
18-Apr-2013	sub2317	2317	  1	  1	 60	  1	  1	  2	  1	  2	  1	  2	  1	0.37712	  1	0.90000	  0	 12	 30	 31	  1	
18-Apr-2013	sub2317	2317	  1	  1	 61	  1	  1	  2	  1	  2	  1	  2	  1	0.40259	  1	0.90000	  0	 12	 30	 31	  1	
18-Apr-2013	sub2317	2317	  1	  1	 62	  1	  1	  1	  4	  2	  1	  1	  1	0.95014	  1	0.90000	  1	 11	 30	 51	  0	
18-Apr-2013	sub2317	2317	  1	  1	 63	  1	  1	  5	  5	  3	  0	  1	  0	0.94300	  1	0.90000	  1	 15	 37	 51	  0	
18-Apr-2013	sub2317	2317	  1	  1	 64	  1	  1	  6	  6	  3	  0	  2	  0	0.37784	  1	0.90000	  0	 16	 37	 48	  1	
18-Apr-2013	sub2317	2317	  1	  1	 65	  1	  1	  3	  3	  2	  1	  1	  1	0.70144	  1	0.90000	  0	 13	 32	 33	  0	
18-Apr-2013	sub2317	2317	  1	  1	 66	  1	  1	  6	  6	  3	  1	  2	  1	0.57083	  1	0.90000	  0	 16	 35	 36	  0	
18-Apr-2013	sub2317	2317	  1	  1	 67	  1	  1	  2	  1	  2	  1	  1	  0	0.55525	  0	0.90000	  0	 12	 40	 41	  0	
18-Apr-2013	sub2317	2317	  1	  1	 68	  1	  1	  1	  4	  2	  1	  2	  0	0.48807	  0	0.90000	  0	 11	 40	 41	  1	
18-Apr-2013	sub2317	2317	  1	  1	 69	  1	  1	  6	  6	  3	  0	  1	  1	0.32644	  0	0.90000	  0	 16	 47	 38	  1	
18-Apr-2013	sub2317	2317	  1	  1	 70	  1	  1	  4	  2	  4	  1	  2	  1	0.39139	  1	0.90000	  0	 14	 32	 33	  1	
18-Apr-2013	sub2317	2317	  1	  1	 71	  1	  1	  4	  2	  4	  0	  2	  0	0.55911	  1	0.90000	  0	 14	 34	 49	  0	
18-Apr-2013	sub2317	2317	  1	  1	 72	  1	  1	  3	  3	  2	  1	  1	  1	0.65485	  1	0.90000	  0	 13	 32	 33	  0	
18-Apr-2013	sub2317	2317	  1	  1	 73	  1	  1	  1	  4	  2	  1	  2	  0	0.47784	  0	0.90000	  0	 11	 40	 41	  1	
18-Apr-2013	sub2317	2317	  1	  1	 74	  1	  1	  1	  4	  2	  1	  1	  1	0.46722	  1	0.90000	  0	 11	 30	 31	  1	
18-Apr-2013	sub2317	2317	  1	  1	 75	  1	  1	  4	  2	  4	  1	  2	  1	0.66116	  1	0.90000	  0	 14	 32	 33	  0	
18-Apr-2013	sub2317	2317	  1	  1	  1	  2	  1	  2	  2	  2	  1	  1	  0	0.44989	  0	0.60000	  0	 12	 40	 41	  1	
18-Apr-2013	sub2317	2317	  1	  1	  2	  2	  1	  2	  2	  2	  1	  1	  0	0.61027	  0	0.30000	  1	 12	 40	 51	  0	
18-Apr-2013	sub2317	2317	  1	  1	  3	  2	  1	  4	  4	  4	  1	  1	  0	0.71769	  0	0.90000	  0	 14	 42	 43	  0	
18-Apr-2013	sub2317	2317	  1	  1	  4	  2	  1	  6	  6	  4	  1	  1	  0	0.45143	  0	0.90000	  0	 16	 45	 46	  1	
18-Apr-2013	sub2317	2317	  1	  1	  5	  2	  1	  2	  2	  2	  1	  1	  0	0.71445	  0	0.90000	  0	 12	 40	 41	  0	
18-Apr-2013	sub2317	2317	  1	  1	  6	  2	  1	  6	  6	  4	  1	  2	  1	0.64491	  1	0.90000	  0	 16	 35	 36	  0	
18-Apr-2013	sub2317	2317	  1	  1	  7	  2	  1	  2	  2	  2	  1	  2	  1	0.68154	  1	0.90000	  0	 12	 30	 31	  0	
18-Apr-2013	sub2317	2317	  1	  1	  8	  2	  1	  3	  1	  6	  1	  1	  1	0.89180	  1	0.90000	  0	 13	 32	 33	  0	
18-Apr-2013	sub2317	2317	  1	  1	  9	  2	  1	  3	  1	  6	  0	  2	  1	0.94913	  0	0.90000	  1	 13	 44	 51	  0	
18-Apr-2013	sub2317	2317	  1	  1	 10	  2	  1	  5	  5	  4	  1	  1	  1	1.26934	  1	0.90000	  1	 15	 35	 51	  0	
18-Apr-2013	sub2317	2317	  1	  1	 11	  2	  1	  6	  6	  4	  0	  1	  1	0.36571	  0	0.90000	  0	 16	 47	 38	  1	
18-Apr-2013	sub2317	2317	  1	  1	 12	  2	  1	  6	  6	  4	  1	  1	  0	0.63935	  0	0.90000	  0	 16	 45	 46	  0	
18-Apr-2013	sub2317	2317	  1	  1	 13	  2	  1	  5	  5	  4	  1	  2	  0	0.38955	  0	0.90000	  0	 15	 45	 46	  1	
18-Apr-2013	sub2317	2317	  1	  1	 14	  2	  1	  1	  3	  4	  1	  1	  1	0.46745	  1	0.90000	  0	 11	 30	 31	  1	
18-Apr-2013	sub2317	2317	  1	  1	 15	  2	  1	  2	  2	  2	  1	  1	  0	0.47506	  0	0.90000	  0	 12	 40	 41	  1	
18-Apr-2013	sub2317	2317	  1	  1	 16	  2	  1	  5	  5	  4	  0	  2	  1	0.76040	  0	0.90000	  0	 15	 47	 38	  0	
