Date 	 Name 	 ID 	 Gender 	 Appearance 	 Trial 	 Block 	 Bin 	 Condition 	 Category 	 Number 	 Valid 	 Keypress 	 Correct 	 RT 	 Realcorrect 	 Deadline 	 Timeout 	 Stimtrigger 	 Resptrigger 	 Fedtrigger 	 WithinTime 	 
23-Apr-13	sub2327	2327	2	1	1	1	1	6	1	2	1	1	0	0.86542	0	0.6	1	16	45	51	0	
23-Apr-13	sub2327	2327	2	1	2	1	1	3	3	6	1	1	1	0.61654	1	0.9	0	13	32	33	0	
23-Apr-13	sub2327	2327	2	1	3	1	1	2	6	1	1	2	1	0.5402	1	0.9	0	12	30	31	0	
23-Apr-13	sub2327	2327	2	1	4	1	1	6	1	2	0	1	1	0.47561	0	0.9	0	16	47	38	1	
23-Apr-13	sub2327	2327	2	1	5	1	1	2	6	1	1	1	0	0.36023	0	0.9	0	12	40	41	1	
23-Apr-13	sub2327	2327	2	1	6	1	1	6	1	2	0	1	1	0.51309	0	0.9	0	16	47	38	0	
23-Apr-13	sub2327	2327	2	1	7	1	1	3	3	6	1	2	0	0.63028	0	0.9	0	13	42	43	0	
23-Apr-13	sub2327	2327	2	1	8	1	1	6	1	2	1	1	0	0.56463	0	0.9	0	16	45	46	0	
23-Apr-13	sub2327	2327	2	1	9	1	1	5	5	5	1	1	1	0.45934	1	0.9	0	15	35	36	1	
23-Apr-13	sub2327	2327	2	1	10	1	1	1	4	5	1	1	1	0.54621	1	0.9	0	11	30	31	0	
23-Apr-13	sub2327	2327	2	1	11	1	1	1	4	5	1	1	1	0.42825	1	0.9	0	11	30	31	1	
23-Apr-13	sub2327	2327	2	1	12	1	1	4	2	2	1	1	0	0.40665	0	0.9	0	14	42	43	1	
23-Apr-13	sub2327	2327	2	1	13	1	1	3	3	6	0	1	0	0.44349	1	0.9	0	13	34	49	1	
23-Apr-13	sub2327	2327	2	1	14	1	1	6	1	2	0	1	1	0.44165	0	0.9	0	16	47	38	1	
23-Apr-13	sub2327	2327	2	1	15	1	1	4	2	2	1	1	0	0.41756	0	0.9	0	14	42	43	1	
23-Apr-13	sub2327	2327	2	1	16	1	1	4	2	2	1	1	0	0.43368	0	0.8	0	14	42	43	1	
23-Apr-13	sub2327	2327	2	1	17	1	1	2	6	1	1	1	0	0.52922	0	0.8	0	12	40	41	0	
23-Apr-13	sub2327	2327	2	1	18	1	1	3	3	6	1	2	0	0.68551	0	0.7	0	13	42	43	0	
23-Apr-13	sub2327	2327	2	1	19	1	1	2	6	1	1	2	1	0.3266	1	0.7	0	12	30	31	1	
23-Apr-13	sub2327	2327	2	1	20	1	1	4	2	2	1	2	1	0.45009	1	0.7	0	14	32	33	1	
23-Apr-13	sub2327	2327	2	1	21	1	1	6	1	2	0	1	1	0.48523	0	0.6	0	16	47	38	1	
23-Apr-13	sub2327	2327	2	1	22	1	1	1	4	5	1	2	0	0.50893	0	0.6	0	11	40	41	0	
23-Apr-13	sub2327	2327	2	1	23	1	1	2	6	1	1	1	0	0.24233	0	0.6	0	12	40	41	1	
23-Apr-13	sub2327	2327	2	1	24	1	1	3	3	6	1	1	1	0.40888	1	0.6	0	13	32	33	1	
23-Apr-13	sub2327	2327	2	1	25	1	1	5	5	5	0	1	0	0.54513	1	0.6	0	15	37	48	0	
23-Apr-13	sub2327	2327	2	1	26	1	1	4	2	2	1	1	0	0.2934	0	0.5	0	14	42	43	1	
23-Apr-13	sub2327	2327	2	1	27	1	1	3	3	6	0	2	1	0.54991	0	0.5	1	13	44	51	0	
23-Apr-13	sub2327	2327	2	1	28	1	1	2	6	1	1	2	1	0.5597	1	0.9	0	12	30	31	0	
23-Apr-13	sub2327	2327	2	1	29	1	1	5	5	5	1	2	0	0.42855	0	0.9	0	15	45	46	1	
23-Apr-13	sub2327	2327	2	1	30	1	1	2	6	1	1	2	1	0.49646	1	0.8	0	12	30	31	1	
23-Apr-13	sub2327	2327	2	1	31	1	1	4	2	2	0	2	0	0.45871	1	0.8	0	14	34	49	1	
23-Apr-13	sub2327	2327	2	1	32	1	1	1	4	5	1	2	0	0.32951	0	0.8	0	11	40	41	1	
23-Apr-13	sub2327	2327	2	1	33	1	1	4	2	2	1	2	1	0.43009	1	0.8	0	14	32	33	1	
23-Apr-13	sub2327	2327	2	1	34	1	1	3	3	6	1	1	1	0.51991	1	0.8	0	13	32	33	0	
23-Apr-13	sub2327	2327	2	1	35	1	1	6	1	2	1	1	0	0.4926	0	0.7	0	16	45	46	1	
23-Apr-13	sub2327	2327	2	1	36	1	1	3	3	6	1	1	1	0.50532	1	0.7	0	13	32	33	0	
23-Apr-13	sub2327	2327	2	1	37	1	1	1	4	5	1	1	1	0.38699	1	0.7	0	11	30	31	1	
