Date 	 Name 	 ID 	 Gender 	 Appearance 	 Trial 	 Block 	 Bin 	 Condition 	 Category 	 Number 	 Valid 	 Keypress 	 Correct 	 RT 	 Realcorrect 	 Deadline 	 Timeout 	 Stimtrigger 	 Resptrigger 	 Fedtrigger 	WithinTime
9-Apr-13	sub2304	2304	1	0	71	2	1	4	5	1	1	1	0	0.4361	0	0.6	0	14	42	43	0
9-Apr-13	sub2304	2304	1	0	72	2	1	2	2	4	1	2	1	0.40571	1	0.6	0	12	30	31	0
9-Apr-13	sub2304	2304	1	0	73	2	1	3	3	5	1	2	0	0.39251	0	0.6	0	13	42	43	0
9-Apr-13	sub2304	2304	1	0	74	2	1	4	5	1	1	1	0	0.35511	0	0.6	0	14	42	43	0
9-Apr-13	sub2304	2304	1	0	75	2	1	6	1	4	0	2	0	0.36051	1	0.6	0	16	37	48	0
9-Apr-13	sub2304	2304	1	0	76	2	2	6	1	4	1	1	0	0.38211	0	0.5	0	26	85	86	0
9-Apr-13	sub2304	2304	1	0	77	2	2	4	5	1	0	2	0	0.31438	1	0.5	0	24	64	89	0
9-Apr-13	sub2304	2304	1	0	78	2	2	5	4	1	0	1	0	0.32477	1	0.5	0	25	67	88	0
9-Apr-13	sub2304	2304	1	0	79	2	2	3	3	5	1	2	0	0.25758	0	0.5	0	23	82	83	0
9-Apr-13	sub2304	2304	1	0	80	2	2	3	3	5	1	1	1	0.32654	1	0.5	0	23	62	63	0
9-Apr-13	sub2304	2304	1	0	81	2	2	2	2	4	1	2	1	0.02267	1	0.5	0	22	60	61	0
9-Apr-13	sub2304	2304	1	0	82	2	2	5	4	1	0	1	0	0.06387	1	0.5	0	25	67	88	0
9-Apr-13	sub2304	2304	1	0	83	2	2	3	3	5	1	2	0	0.00719	0	0.5	0	23	82	83	0
9-Apr-13	sub2304	2304	1	0	84	2	2	4	5	1	0	1	1	0.39343	0	0.5	0	24	84	69	0
9-Apr-13	sub2304	2304	1	0	85	2	2	2	2	4	1	1	0	0.4177	0	0.5	0	22	80	81	0
9-Apr-13	sub2304	2304	1	0	86	2	2	5	4	1	0	2	1	0.30824	0	0.5	0	25	87	68	0
9-Apr-13	sub2304	2304	1	0	87	2	2	6	1	4	0	1	1	0.47598	0	0.5	0	26	87	68	0
9-Apr-13	sub2304	2304	1	0	88	2	2	2	2	4	1	2	1	0.34589	1	0.5	0	22	60	61	0
9-Apr-13	sub2304	2304	1	0	89	2	2	1	6	4	1	1	1	0.29181	1	0.5	0	21	60	61	0
9-Apr-13	sub2304	2304	1	0	90	2	2	1	6	4	1	1	1	0.45663	1	0.5	0	21	60	61	0
9-Apr-13	sub2304	2304	1	0	91	2	2	1	6	4	1	1	1	0.02437	1	0.5	0	21	60	61	0
9-Apr-13	sub2304	2304	1	0	92	2	2	5	4	1	0	2	1	0.49258	0	0.5	0	25	87	68	0
9-Apr-13	sub2304	2304	1	0	93	2	2	4	5	1	1	1	0	0.41685	0	0.5	0	24	82	83	0
9-Apr-13	sub2304	2304	1	0	94	2	2	5	4	1	0	2	1	0.37779	0	0.5	0	25	87	68	0
9-Apr-13	sub2304	2304	1	0	95	2	2	6	1	4	0	1	1	0.2666	0	0.5	0	26	87	68	0
9-Apr-13	sub2304	2304	1	0	96	2	2	3	3	5	1	2	0	0.36904	0	0.5	0	23	82	83	0
9-Apr-13	sub2304	2304	1	0	97	2	2	1	6	4	1	1	1	0.32474	1	0.5	0	21	60	61	0
9-Apr-13	sub2304	2304	1	0	98	2	2	4	5	1	0	1	1	0.04846	0	0.5	0	24	84	69	0
9-Apr-13	sub2304	2304	1	0	99	2	2	2	2	4	1	2	1	0.13293	1	0.5	0	22	60	61	0
9-Apr-13	sub2304	2304	1	0	100	2	2	2	2	4	1	1	0	0.21042	0	0.5	0	22	80	81	0
