Date 	 Name 	 ID 	 Gender 	 Appearance 	 Trial 	 Block 	 Bin 	 Condition 	 Category 	 Number 	 Valid 	 Keypress 	 Correct 	 RT 	 Realcorrect 	 Deadline 	 Timeout 	 Stimtrigger 	 Resptrigger 	 Fedtrigger 	 WithinTime 	 
19-Apr-2013	sub2319	2319	  2	  0	  1	  1	  1	  5	  6	  4	  1	  1	  1	1.18557	  1	0.60000	  1	 15	 35	 51	  0	
19-Apr-2013	sub2319	2319	  2	  0	  2	  1	  1	  3	  2	  3	  0	  2	  1	0.49797	  0	0.90000	  0	 13	 44	 39	  1	
19-Apr-2013	sub2319	2319	  2	  0	  3	  1	  1	  1	  1	  5	  1	  1	  1	0.56555	  1	0.90000	  0	 11	 30	 31	  0	
19-Apr-2013	sub2319	2319	  2	  0	  4	  1	  1	  4	  3	  6	  1	  1	  0	0.64492	  0	0.90000	  0	 14	 42	 43	  0	
19-Apr-2013	sub2319	2319	  2	  0	  5	  1	  1	  3	  2	  3	  0	  2	  1	0.55749	  0	0.90000	  0	 13	 44	 39	  0	
19-Apr-2013	sub2319	2319	  2	  0	  6	  1	  1	  2	  4	  6	  1	  1	  0	0.63883	  0	0.90000	  0	 12	 40	 41	  0	
19-Apr-2013	sub2319	2319	  2	  0	  7	  1	  1	  5	  6	  4	  0	  2	  1	0.76646	  0	0.90000	  0	 15	 47	 38	  0	
19-Apr-2013	sub2319	2319	  2	  0	  8	  1	  1	  2	  4	  6	  1	  2	  1	1.04670	  1	0.90000	  1	 12	 30	 51	  0	
19-Apr-2013	sub2319	2319	  2	  0	  9	  1	  1	  2	  4	  6	  1	  2	  1	0.58549	  1	0.90000	  0	 12	 30	 31	  0	
19-Apr-2013	sub2319	2319	  2	  0	 10	  1	  1	  1	  1	  5	  1	  2	  0	0.59903	  0	0.90000	  0	 11	 40	 41	  0	
19-Apr-2013	sub2319	2319	  2	  0	 11	  1	  1	  6	  5	  4	  0	  1	  1	0.76017	  0	0.90000	  0	 16	 47	 38	  0	
19-Apr-2013	sub2319	2319	  2	  0	 12	  1	  1	  5	  6	  4	  1	  2	  0	0.80963	  0	0.90000	  0	 15	 45	 46	  0	
19-Apr-2013	sub2319	2319	  2	  0	 13	  1	  1	  6	  5	  4	  1	  1	  0	0.79960	  0	0.90000	  0	 16	 45	 46	  0	
19-Apr-2013	sub2319	2319	  2	  0	 14	  1	  1	  2	  4	  6	  1	  2	  1	0.73735	  1	0.90000	  0	 12	 30	 31	  0	
19-Apr-2013	sub2319	2319	  2	  0	 15	  1	  1	  3	  2	  3	  1	  2	  0	0.74860	  0	0.90000	  0	 13	 42	 43	  0	
19-Apr-2013	sub2319	2319	  2	  0	 16	  1	  1	  4	  3	  6	  1	  2	  1	0.92317	  1	0.90000	  1	 14	 32	 51	  0	
19-Apr-2013	sub2319	2319	  2	  0	 17	  1	  1	  5	  6	  4	  0	  2	  1	0.52066	  0	0.90000	  0	 15	 47	 38	  0	
