Date 	 Name 	 ID 	 Gender 	 Appearance 	 Trial 	 Block 	 Bin 	 Condition 	 Category 	 Number 	 Valid 	 Keypress 	 Correct 	 RT 	 Realcorrect 	 Deadline 	 Timeout 	 Stimtrigger 	 Resptrigger 	 Fedtrigger 	 WithinTime 	 
17-Apr-2013	sub2315	2315	  2	  1	  1	  1	  1	  5	  6	  2	  1	  1	  1	18.73978	  1	0.60000	  1	 15	 35	 51	  0	
17-Apr-2013	sub2315	2315	  2	  1	  2	  1	  1	  1	  4	  4	  1	  1	  1	0.87699	  1	0.90000	  0	 11	 30	 31	  0	
17-Apr-2013	sub2315	2315	  2	  1	  3	  1	  1	  5	  6	  2	  1	  2	  0	1.09206	  0	0.90000	  1	 15	 45	 51	  0	
17-Apr-2013	sub2315	2315	  2	  1	  4	  1	  1	  2	  3	  4	  1	  1	  0	0.53674	  0	0.90000	  0	 12	 40	 41	  0	
17-Apr-2013	sub2315	2315	  2	  1	  5	  1	  1	  5	  6	  2	  0	  2	  1	0.24063	  0	0.90000	  0	 15	 47	 38	  1	
17-Apr-2013	sub2315	2315	  2	  1	  6	  1	  1	  2	  3	  4	  1	  1	  0	0.33679	  0	0.90000	  0	 12	 40	 41	  1	
17-Apr-2013	sub2315	2315	  2	  1	  7	  1	  1	  6	  5	  6	  1	  2	  1	0.56661	  1	0.90000	  0	 16	 35	 36	  0	
17-Apr-2013	sub2315	2315	  2	  1	  8	  1	  1	  6	  5	  6	  1	  2	  1	0.80620	  1	0.90000	  0	 16	 35	 36	  0	
17-Apr-2013	sub2315	2315	  2	  1	  9	  1	  1	  4	  2	  1	  1	  2	  1	0.84610	  1	0.90000	  0	 14	 32	 33	  0	
17-Apr-2013	sub2315	2315	  2	  1	 10	  1	  1	  5	  6	  2	  1	  2	  0	1.10072	  0	0.90000	  1	 15	 45	 51	  0	
17-Apr-2013	sub2315	2315	  2	  1	 11	  1	  1	  2	  3	  4	  1	  1	  0	0.49520	  0	0.90000	  0	 12	 40	 41	  1	
17-Apr-2013	sub2315	2315	  2	  1	 12	  1	  1	  3	  1	  5	  1	  2	  0	0.53994	  0	0.90000	  0	 13	 42	 43	  0	
17-Apr-2013	sub2315	2315	  2	  1	 13	  1	  1	  6	  5	  6	  1	  2	  1	0.87428	  1	0.90000	  0	 16	 35	 36	  0	
17-Apr-2013	sub2315	2315	  2	  1	 14	  1	  1	  2	  3	  4	  1	  2	  1	0.91478	  1	0.90000	  1	 12	 30	 51	  0	
17-Apr-2013	sub2315	2315	  2	  1	 15	  1	  1	  3	  1	  5	  0	  2	  1	0.52534	  0	0.90000	  0	 13	 44	 39	  0	
17-Apr-2013	sub2315	2315	  2	  1	 16	  1	  1	  6	  5	  6	  1	  2	  1	0.42613	  1	0.90000	  0	 16	 35	 36	  1	
17-Apr-2013	sub2315	2315	  2	  1	 17	  1	  1	  2	  3	  4	  1	  2	  1	0.56667	  1	0.90000	  0	 12	 30	 31	  0	
17-Apr-2013	sub2315	2315	  2	  1	 18	  1	  1	  5	  6	  2	  0	  2	  1	0.82931	  0	0.90000	  0	 15	 47	 38	  0	
17-Apr-2013	sub2315	2315	  2	  1	 19	  1	  1	  1	  4	  4	  1	  1	  1	0.57478	  1	0.90000	  0	 11	 30	 31	  0	
17-Apr-2013	sub2315	2315	  2	  1	 20	  1	  1	  6	  5	  6	  0	  2	  0	0.89666	  1	0.90000	  0	 16	 37	 48	  0	
17-Apr-2013	sub2315	2315	  2	  1	 21	  1	  1	  6	  5	  6	  1	  2	  1	0.37694	  1	0.90000	  0	 16	 35	 36	  1	
17-Apr-2013	sub2315	2315	  2	  1	 22	  1	  1	  6	  5	  6	  0	  2	  0	0.92098	  1	0.90000	  1	 16	 37	 51	  0	
17-Apr-2013	sub2315	2315	  2	  1	 23	  1	  1	  1	  4	  4	  1	  2	  0	0.38604	  0	0.90000	  0	 11	 40	 41	  1	
17-Apr-2013	sub2315	2315	  2	  1	 24	  1	  1	  6	  5	  6	  1	  1	  0	0.63759	  0	0.90000	  0	 16	 45	 46	  0	
17-Apr-2013	sub2315	2315	  2	  1	 25	  1	  1	  2	  3	  4	  1	  2	  1	0.49182	  1	0.90000	  0	 12	 30	 31	  1	
17-Apr-2013	sub2315	2315	  2	  1	 26	  1	  1	  3	  1	  5	  0	  2	  1	0.51628	  0	0.90000	  0	 13	 44	 39	  0	
17-Apr-2013	sub2315	2315	  2	  1	 27	  1	  1	  4	  2	  1	  1	  2	  1	0.61574	  1	0.90000	  0	 14	 32	 33	  0	
17-Apr-2013	sub2315	2315	  2	  1	 28	  1	  1	  3	  1	  5	  1	  2	  0	0.91215	  0	0.90000	  1	 13	 42	 51	  0	
17-Apr-2013	sub2315	2315	  2	  1	 29	  1	  1	  3	  1	  5	  1	  2	  0	0.38025	  0	0.90000	  0	 13	 42	 43	  1	
17-Apr-2013	sub2315	2315	  2	  1	 30	  1	  1	  3	  1	  5	  1	  1	  1	0.47592	  1	0.90000	  0	 13	 32	 33	  1	
17-Apr-2013	sub2315	2315	  2	  1	 31	  1	  1	  4	  2	  1	  1	  2	  1	0.90240	  1	0.90000	  1	 14	 32	 51	  0	
17-Apr-2013	sub2315	2315	  2	  1	 32	  1	  1	  3	  1	  5	  0	  1	  0	0.45138	  1	0.90000	  0	 13	 34	 49	  1	
17-Apr-2013	sub2315	2315	  2	  1	 33	  1	  1	  3	  1	  5	  1	  2	  0	0.39253	  0	0.90000	  0	 13	 42	 43	  1	
17-Apr-2013	sub2315	2315	  2	  1	 34	  1	  1	  6	  5	  6	  0	  2	  0	0.37682	  1	0.90000	  0	 16	 37	 48	  1	
17-Apr-2013	sub2315	2315	  2	  1	 35	  1	  1	  6	  5	  6	  0	  1	  1	0.32741	  0	0.90000	  0	 16	 47	 38	  1	
17-Apr-2013	sub2315	2315	  2	  1	 36	  1	  1	  5	  6	  2	  0	  1	  0	0.66828	  1	0.90000	  0	 15	 37	 48	  0	
17-Apr-2013	sub2315	2315	  2	  1	 37	  1	  1	  4	  2	  1	  1	  2	  1	0.38063	  1	0.90000	  0	 14	 32	 33	  1	
17-Apr-2013	sub2315	2315	  2	  1	 38	  1	  1	  4	  2	  1	  1	  2	  1	0.45732	  1	0.90000	  0	 14	 32	 33	  1	
17-Apr-2013	sub2315	2315	  2	  1	 39	  1	  1	  1	  4	  4	  1	  1	  1	0.73793	  1	0.90000	  0	 11	 30	 31	  0	
17-Apr-2013	sub2315	2315	  2	  1	 40	  1	  1	  5	  6	  2	  0	  1	  0	0.52971	  1	0.90000	  0	 15	 37	 48	  0	
17-Apr-2013	sub2315	2315	  2	  1	 41	  1	  1	  5	  6	  2	  1	  2	  0	0.47645	  0	0.90000	  0	 15	 45	 46	  1	
17-Apr-2013	sub2315	2315	  2	  1	 42	  1	  1	  3	  1	  5	  1	  2	  0	0.45764	  0	0.90000	  0	 13	 42	 43	  1	
17-Apr-2013	sub2315	2315	  2	  1	 43	  1	  1	  1	  4	  4	  1	  1	  1	0.52431	  1	0.90000	  0	 11	 30	 31	  0	
17-Apr-2013	sub2315	2315	  2	  1	 44	  1	  1	  3	  1	  5	  1	  1	  1	0.67005	  1	0.90000	  0	 13	 32	 33	  0	
